Symbol,Name,Market Cap,Country,Sector,Industry
CTRM,Castor Maritime Inc. Common Shares,243780348.00,Cyprus,Transportation,Marine Transportation
CTRN,Citi Trends Inc. Common Stock,774736592.00,United States,,
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,37177263703.00,United States,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,332747247.00,United States,Health Care,Medical/Dental Instruments
CTXR,Citius Pharmaceuticals Inc. Common Stock,517510478.00,United States,Health Care,Major Pharmaceuticals
CTXS,Citrix Systems Inc. Common Stock,14398410538.00,United States,Technology,Computer Software: Prepackaged Software
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,38611421.00,United States,Finance,Investment Managers
CUE,Cue Biopharma Inc. Common Stock,410549773.00,United States,Health Care,Major Pharmaceuticals
CUEN,Cuentas Inc. Common Stock,35680371.00,United States,Technology,Computer Software: Prepackaged Software
CURI,CuriosityStream Inc. Class A Common Stock,759056491.00,United States,Consumer Services,Broadcasting
CUTR,Cutera Inc. Common Stock,850640432.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVAC,CureVac N.V. Ordinary Shares,11780265560.00,Germany,Health Care,Major Pharmaceuticals
CVBF,CVB Financial Corporation Common Stock,2933131416.00,United States,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,2017156804.00,United States,Basic Industries,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,250592180.00,United States,Finance,Major Banks
CVET,Covetrus Inc. Common Stock,3784892385.00,United States,Health Care,Managed Health Care
CVGI,Commercial Vehicle Group Inc. Common Stock,352085028.00,United States,Capital Goods,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,1128765252.00,United States,Consumer Non-Durables,Specialty Foods
CVLG,Covenant Logistics Group Inc. Class A Common Stock,337720562.00,United States,Transportation,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,3757582479.00,United States,Technology,Computer Software: Prepackaged Software
CVLY,Codorus Valley Bancorp Inc Common Stock,201089449.00,United States,Finance,Savings Institutions
CVV,CVD Equipment Corporation Common Stock,30079265.00,United States,Technology,Industrial Machinery/Components
CWBC,Community West Bancshares Common Stock,115106576.00,United States,Finance,Major Banks
CWBR,CohBar Inc. Common Stock,79089056.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,191842615.00,Cayman Islands,Public Utilities,Water Supply
CWST,Casella Waste Systems Inc. Class A Common Stock,3278521482.00,United States,Public Utilities,Environmental Services
CXDC,China XD Plastics Company Limited Common Stock,41271072.00,China,Consumer Non-Durables,Plastic Products
CXDO,Crexendo Inc. Common Stock,139379296.00,United States,Consumer Services,Telecommunications Equipment
CYAD,Celyad Oncology SA American Depositary Shares,81928152.00,Belgium,Health Care,Major Pharmaceuticals
CYAN,Cyanotech Corporation Common Stock,17802562.00,United States,Consumer Non-Durables,Farming/Seeds/Milling
CYBE,CyberOptics Corporation Common Stock,295697722.00,United States,Capital Goods,Electronic Components
CYBR,CyberArk Software Ltd. Ordinary Shares,5367554370.00,Israel,Technology,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,60483421.00,United States,Health Care,Major Pharmaceuticals
CYCN,Cyclerion Therapeutics Inc. Common Stock,164917309.00,United States,Health Care,Major Pharmaceuticals
CYRN,CYREN Ltd. Ordinary Shares,55020684.00,United States,Technology,Computer Software: Prepackaged Software
CYRX,CryoPort Inc. Common Stock,2885697576.00,United States,,
CYT,Cyteir Therapeutics Inc. Common Stock,724832219.00,United States,,
CYTH,Cyclo Therapeutics Inc. Common Stock,68991472.00,United States,Health Care,Major Pharmaceuticals
CYTK,Cytokinetics Incorporated Common Stock,1614108218.00,United States,Health Care,Major Pharmaceuticals
CZNC,Citizens & Northern Corp Common Stock,386775954.00,United States,Finance,Major Banks
CZR,Caesars Entertainment Inc. Common Stock,21376999954.00,United States,Consumer Services,Hotels/Resorts
CZWI,Citizens Community Bancorp Inc. Common Stock,147539893.00,United States,Finance,Savings Institutions
DADA,Dada Nexus Limited American Depositary Shares,7548977991.00,China,Consumer Services,Department/Specialty Retail Stores
DAIO,Data I/O Corporation Common Stock,60673414.00,United States,Capital Goods,Industrial Machinery/Components
DAKT,Daktronics Inc. Common Stock,289839939.00,United States,Capital Goods,Office Equipment/Supplies/Services
DARE,Dare Bioscience Inc. Common Stock,83401630.00,United States,Health Care,Major Pharmaceuticals
DAWN,Day One Biopharmaceuticals Inc. Common Stock,1241675227.00,United States,Health Care,Major Pharmaceuticals
DBDR,Roman DBDR Tech Acquisition Corp. Class A Common Stock,292923400.00,United States,,
DBGI,Digital Brands Group Inc. Common Stock,57605137.00,United States,Consumer Non-Durables,Apparel
DBTX,Decibel Therapeutics Inc. Common Stock,205191911.00,United States,Health Care,Major Pharmaceuticals
DBVT,DBV Technologies S.A. American Depositary Shares,627453776.00,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DBX,Dropbox Inc. Class A Common Stock,11808408248.00,United States,Technology,Computer Software: Prepackaged Software
DCBO,Docebo Inc. Common Shares,1855402036.00,Canada,,
DCOM,Dime Community Bancshares Inc. Common Stock,1459176840.00,United States,Finance,Savings Institutions
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,2211925167.00,United States,Health Care,Major Pharmaceuticals
DCRB,Decarbonization Plus Acquisition Corporation Class A Common Stock,294006833.00,United States,Energy,Industrial Machinery/Components
DCRC,Decarbonization Plus Acquisition Corporation III Class A Common Stock,459375000.00,United States,Finance,Business Services
DCRN,Decarbonization Plus Acquisition Corporation II Class A Common stock,497087500.00,United States,,
DCT,Duck Creek Technologies Inc. Common Stock,5764911549.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
DCTH,Delcath Systems Inc. Common Stock,75209265.00,United States,Health Care,Medical Specialities
DDMX,DD3 Acquisition Corp. II Class A Common Stock,71581912.00,Mexico,,
DDOG,Datadog Inc. Class A Common Stock,32707148601.00,United States,Technology,EDP Services
DENN,Denny's Corporation Common Stock,1089179468.00,United States,Consumer Services,Restaurants
DFFN,Diffusion Pharmaceuticals Inc. Common Stock,77569309.00,United States,Health Care,Major Pharmaceuticals
DFH,Dream Finders Homes Inc. Class A Common Stock,2126143656.00,United States,,
DFPH,DFP Healthcare Acquisitions Corp. Class A Common Stock,286637500.00,United States,Finance,Major Banks
DGICA,Donegal Group Inc. Class A Common Stock,449069600.00,United States,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,462958350.00,United States,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,679229139.00,United States,Technology,Computer peripheral equipment
DGLY,Digital Ally Inc. Common Stock,96845739.00,United States,Miscellaneous,Diversified Manufacture
DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,361333000.00,United States,Finance,Business Services
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,516030000.00,United States,Finance,Business Services
DHBC,DHB Capital Corp. Class A common stock,348593750.00,United States,,
DHBCU,DHB Capital Corp. Unit,358656250.00,United States,Finance,Business Services
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,984048814.00,United States,Consumer Services,Real Estate Investment Trusts
DHCA,DHC Acquisition Corp. Class A ordinary share,374662500.00,United States,Finance,Business Services
DHHC,DiamondHead Holdings Corp. Class A Common Stock,419606250.00,United States,,
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,548844931.00,United States,Finance,Investment Managers
DIBS,1stdibs.com Inc. Common Stock,914362595.00,United States,,
DIOD,Diodes Incorporated Common Stock,3468503424.00,United States,Technology,Semiconductors
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,335156250.00,United States,Finance,Business Services
DISCA,Discovery Inc. Series A Common Stock,15596872580.00,United States,Consumer Services,Television Services
DISCB,Discovery Inc. Series B Common Stock,33356888862.00,United States,Consumer Services,Television Services
DISCK,Discovery Inc. Series C Common Stock,14788220729.00,United States,Consumer Services,Television Services
DISH,DISH Network Corporation Class A Common Stock,22379950262.00,United States,Consumer Services,Television Services
DJCO,Daily Journal Corp. (S.C.) Common Stock,497068560.00,United States,Consumer Services,Newspapers/Magazines
DKNG,DraftKings Inc. Class A Common Stock,20752941656.00,United States,Consumer Services,Services-Misc. Amusement & Recreation
DLCA,Deep Lake Capital Acquisition Corp. Class A Ordinary Shares,250470000.00,United States,Finance,Business Services
DLHC,DLH Holdings Corp.,144140970.00,United States,Technology,Professional Services
DLO,DLocal Limited Class A Common Shares,13998444409.00,Uruguay,,
DLPN,Dolphin Entertainment Inc. Common Stock,74711008.00,United States,,
DLTH,Duluth Holdings Inc. Class B Common Stock,563701210.00,United States,Consumer Services,Department/Specialty Retail Stores
DLTR,Dollar Tree Inc. Common Stock,22812663311.00,United States,Consumer Services,Department/Specialty Retail Stores
DMAC,DiaMedica Therapeutics Inc. Common Stock,136982631.00,United States,,
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,589556158.00,United States,Energy,Oil & Gas Production
DMRC,Digimarc Corporation Common Stock,561234093.00,United States,Technology,EDP Services
DMTK,DermTech Inc. Common Stock,1330890261.00,United States,Health Care,Managed Health Care
DNAY,Codex DNA Inc. Common Stock,501345868.00,United States,,
DNLI,Denali Therapeutics Inc. Common Stock,9050634243.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DOCU,DocuSign Inc. Common Stock,54397966900.00,United States,Technology,EDP Services
DOGZ,Dogness (International) Corporation Class A Common Stock,62862102.00,China,Consumer Durables,Miscellaneous manufacturing industries
DOMO,Domo Inc. Class B Common Stock,2615233035.00,United States,Technology,Computer Software: Prepackaged Software
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,6574029263.00,Canada,Consumer Non-Durables,Recreational Products/Toys
DORM,Dorman Products Inc. Common Stock,3213391113.00,United States,Capital Goods,Auto Parts:O.E.M.
DOX,Amdocs Limited Ordinary Shares,10065517900.00,Guernsey,Technology,EDP Services
DOYU,DouYu International Holdings Limited ADS,2300065411.00,China,Technology,Computer Software: Programming Data Processing
DRIO,DarioHealth Corp. Common Stock,371253947.00,Israel,Health Care,Medical/Dental Instruments
DRNA,Dicerna Pharmaceuticals Inc. Common Stock,2882985049.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
DRRX,DURECT Corporation Common Stock,413879251.00,United States,Health Care,Major Pharmaceuticals
DRTT,DIRTT Environmental Solutions Ltd. Common Shares,344708296.00,Canada,,
DRVN,Driven Brands Holdings Inc. Common Stock,5164655264.00,United States,,
DSAC,Duddell Street Acquisition Corp. Class A Ordinary Shares,212296875.00,Hong Kong,Finance,Business Services
DSEY,Diversey Holdings Ltd. Ordinary Shares,5241665192.00,United States,Consumer Durables,Specialty Chemicals
DSGN,Design Therapeutics Inc. Common Stock,1305894721.00,United States,Health Care,Major Pharmaceuticals
DSGX,Descartes Systems Group Inc. (The) Common Stock,5727544615.00,Canada,,
DSKE,Daseke Inc. Common Stock,431582089.00,United States,,
DSP,Viant Technology Inc. Class A Common Stock,1765709348.00,United States,Technology,EDP Services
DSPG,DSP Group Inc. Common Stock,365582140.00,United States,Technology,Semiconductors
DSWL,Deswell Industries Inc. Common Shares,83236700.00,Macau,Consumer Non-Durables,Plastic Products
DTEA,DAVIDsTEA Inc. Common Stock,120513980.00,Canada,,
DTIL,Precision BioSciences Inc. Common Stock,654700913.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock,405619375.00,United States,,
DTSS,Datasea Inc. Common Stock,51967414.00,China,Technology,Retail: Computer Software & Peripheral Equipment
DTST,Data Storage Corporation Common Stock,26984215.00,United States,Technology,EDP Services
DUNE,Dune Acquisition Corporation Class A Common Stock,,United States,,
DUO,Fangdd Network Group Ltd. American Depositary Shares,239540289.00,China,Technology,Computer Software: Programming Data Processing
DUOT,Duos Technologies Group Inc. Common Stock,38717687.00,United States,Technology,Computer Software: Prepackaged Software
DVAX,Dynavax Technologies Corporation Common Stock,1081041050.00,United States,Health Care,Major Pharmaceuticals
DWSN,Dawson Geophysical Company Common Stock,60103864.00,United States,Energy,Oil & Gas Production
DXCM,DexCom Inc. Common Stock,41618339504.00,United States,Health Care,Medical/Dental Instruments
DXPE,DXP Enterprises Inc. Common Stock,631907767.00,United States,Capital Goods,Industrial Machinery/Components
DXYN,Dixie Group Inc. (The) Common Stock,43656840.00,United States,Consumer Durables,Home Furnishings
DYAI,Dyadic International Inc. Common Stock,101123756.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYN,Dyne Therapeutics Inc. Common Stock,1123600362.00,United States,Consumer Durables,Specialty Chemicals
DYNS,Dynamics Special Purpose Corp. Class A Common Stock,293181725.00,United States,Technology,Computer Manufacturing
DYNT,Dynatronics Corporation Common Stock,21705818.00,United States,Health Care,Medical/Dental Instruments
DZSI,DZS Inc. Common Stock,604571228.00,United States,Public Utilities,Telecommunications Equipment
EA,Electronic Arts Inc. Common Stock,39663235082.00,United States,Technology,Computer Software: Prepackaged Software
EAC,Edify Acquisition Corp. Class A Common Stock,333615000.00,United States,,
EAR,Eargo Inc. Common Stock,1472960390.00,United States,Health Care,Medical Specialities
EARS,Auris Medical Holding Ltd. Common Shares 0.01 SF (Bermuda),25947614.00,Bermuda,Health Care,Major Pharmaceuticals
EAST,Eastside Distilling Inc. Common Stock,36507676.00,United States,Consumer Non-Durables,Beverages (Production/Distribution)
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares,159230173.00,Netherlands,Finance,Business Services
EBAY,eBay Inc. Common Stock,46257665084.00,United States,Consumer Services,Catalog/Specialty Distribution
EBC,Eastern Bankshares Inc. Common Stock,3925656397.00,United States,Finance,Major Banks
EBET,Esports Technologies Inc. Common Stock,270500981.00,United States,Consumer Services,Services-Misc. Amusement & Recreation
EBIX,Ebix Inc. Common Stock,1108849638.00,United States,Technology,EDP Services
EBMT,Eagle Bancorp Montana Inc. Common Stock,157393634.00,United States,Finance,Major Banks
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,574231191.00,China,Technology,Semiconductors
EBSB,Meridian Bancorp Inc. Common Stock,1111506002.00,United States,Finance,Major Banks
EBTC,Enterprise Bancorp Inc Common Stock,400278940.00,United States,Finance,Major Banks
ECHO,Echo Global Logistics Inc. Common Stock,848875074.00,United States,Transportation,Oil Refining/Marketing
ECOL,US Ecology Inc Common Stock,1193371710.00,United States,Public Utilities,Environmental Services
ECOR,electroCore Inc. Common Stock,83010897.00,United States,Health Care,Medical/Dental Instruments
ECPG,Encore Capital Group Inc Common Stock,1496845218.00,United States,,
EDAP,EDAP TMS S.A. American Depositary Shares,230421800.00,France,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDIT,Editas Medicine Inc. Common Stock,2840571140.00,United States,Health Care,Major Pharmaceuticals
EDRY,EuroDry Ltd. Common Shares ,63262094.00,Greece,Consumer Services,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,72773019.00,United States,,
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,25920000.00,China,Consumer Services,Other Consumer Services
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock,78667188.00,United Kingdom,,
EDTXU,EdtechX Holdings Acquisition Corp. II Unit,146625000.00,United Kingdom,,
EDUC,Educational Development Corporation Common Stock,104303640.00,United States,Consumer Services,Books
EEFT,Euronet Worldwide Inc. Common Stock,7705773816.00,United States,Technology,EDP Services
EEIQ,Elite Education Group International Ltd. Common Stock,42484320.00,United States,Consumer Services,Other Consumer Services
EFOI,Energy Focus Inc. Common Stock,20835608.00,United States,Consumer Durables,Building Products
EFSC,Enterprise Financial Services Corporation Common Stock,1467376307.00,United States,Finance,Major Banks
EGAN,eGain Corporation Common Stock,365413473.00,United States,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,1826006999.00,United States,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc. Common Stock,665436968.00,United States,Transportation,Marine Transportation
EGLX,Enthusiast Gaming Holdings Inc. Common Stock,692464415.00,Canada,,
EGRX,Eagle Pharmaceuticals Inc. Common Stock,578809618.00,United States,Health Care,Major Pharmaceuticals
EH,EHang Holdings Limited ADS,2205521223.00,China,Transportation,Air Freight/Delivery Services
EHTH,eHealth Inc. Common Stock,1634283642.00,United States,Finance,Specialty Insurers
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,294357892.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EJFA,EJF Acquisition Corp. Class A Ordinary Share,347156250.00,United States,Finance,Business Services
EJH,E-Home Household Service Holdings Limited Ordinary Shares,1057000014.00,China,Consumer Services,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,74411365.00,United States,Health Care,Medical/Dental Instruments
ELDN,Eledon Pharmaceuticals Inc. Common Stock,112879184.00,United States,Health Care,Major Pharmaceuticals
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,179274349.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELSE,Electro-Sensors Inc. Common Stock,16180676.00,United States,Capital Goods,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,25974989.00,Israel,Technology,Electrical Products
ELYS,Elys Game Technology Corp. Common Stock,75159596.00,Canada,Consumer Services,Movies/Entertainment
EM,Smart Share Global Limited American Depositary Shares,1516571324.00,China,Consumer Services,Other Consumer Services
EMCF,Emclaire Financial Corp Common Stock,83133027.00,United States,Finance,Major Banks
EMKR,EMCORE Corporation Common Stock,368012409.00,United States,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,195922186.00,United States,Capital Goods,Industrial Specialties
ENDP,Endo International plc Ordinary Shares,1147862204.00,Ireland,Health Care,Major Pharmaceuticals
ENFA,890 5th Avenue Partners Inc. Class A Common Stock,364947100.00,United States,Finance,Business Services
ENG,ENGlobal Corporation Common Stock,121555980.00,United States,Consumer Services,Military/Government/Technical
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,124943795.00,Israel,Health Care,Major Pharmaceuticals
ENNV,ECP Environmental Growth Opportunities Corp. Class A Common Stock,421762500.00,United States,,
ENOB,Enochian Biosciences Inc. Common Stock,281579331.00,United States,Health Care,Major Pharmaceuticals
ENPH,Enphase Energy Inc. Common Stock,23800228142.00,United States,Capital Goods,Electrical Products
ENSG,The Ensign Group Inc. Common Stock,4813277761.00,United States,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,977646195.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ENTG,Entegris Inc. Common Stock,15955241808.00,United States,Technology,Semiconductors
ENTX,Entera Bio Ltd. Ordinary Shares,108858120.00,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVB,Enveric Biosciences Inc. Common Stock,46416929.00,United States,Health Care,Major Pharmaceuticals
ENVI,Environmental Impact Acquisition Corp. Class A Common Stock,253316250.00,United States,,
EOLS,Evolus Inc. Common Stock,722506165.00,United States,Consumer Durables,Specialty Chemicals
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,933458831.00,United States,Technology,Electronic Components
EPAY,Bottomline Technologies Inc. Common Stock,1768310207.00,United States,Technology,EDP Services
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,496302375.00,United States,,
EPIX,ESSA Pharma Inc. Common Stock,818620180.00,Canada,,
EPSN,Epsilon Energy Ltd. Common Share,110898605.00,United States,Energy,Oil & Gas Production
EPZM,Epizyme Inc. Common Stock,990183115.00,United States,Health Care,Major Pharmaceuticals
EQ,Equillium Inc. Common Stock,169885580.00,United States,Health Care,Major Pharmaceuticals
EQBK,Equity Bancshares Inc. Class A Common Stock,462291721.00,United States,Finance,Finance: Consumer Services
EQIX,Equinix Inc. Common Stock REIT,70176898360.00,United States,Consumer Services,Real Estate Investment Trusts
EQOS,Diginex Limited Ordinary Shares,248309510.00,Singapore,Miscellaneous,Business Services
ERES,East Resources Acquisition Company Class A Common Stock,421762500.00,United States,,
ERIC,Ericsson American Depositary Shares,42076994896.00,Sweden,Technology,Computer Software: Prepackaged Software
ERIE,Erie Indemnity Company Class A Common Stock,10131684824.00,United States,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,1220630230.00,United States,Technology,Industrial Machinery/Components
ERYP,Erytech Pharma S.A. American Depositary Shares,121633536.00,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESBK,Elmira Savings Bank Elmira NY Common Stock,52858700.00,United States,Finance,Major Banks
ESCA,Escalade Incorporated Common Stock,317976750.00,United States,Consumer Non-Durables,Recreational Products/Toys
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),144990706.00,Greece,Transportation,Marine Transportation
ESGR,Enstar Group Limited Ordinary Shares,5224699261.00,Bermuda,Finance,Property-Casualty Insurers
ESLT,Elbit Systems Ltd. Ordinary Shares,5929009999.00,Israel,Capital Goods,Military/Government/Technical
ESPR,Esperion Therapeutics Inc. Common Stock,667589733.00,United States,Health Care,Major Pharmaceuticals
ESQ,Esquire Financial Holdings Inc. Common Stock,187524069.00,United States,Finance,Commercial Banks
ESSA,ESSA Bancorp Inc. Common Stock,181345817.00,United States,Finance,Banks
ESSC,East Stone Acquisition Corporation Ordinary Shares,178628315.00,United States,Finance,Business Services
ESTA,Establishment Labs Holdings Inc. Common Shares,2011094899.00,Costa Rica,Health Care,Industrial Specialties
ESXB,Community Bankers Trust Corporation Common Stock (VA),262313134.00,United States,Finance,Major Banks
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,742950000.00,United States,,
ETNB,89bio Inc. Common Stock,436712034.00,United States,Health Care,Major Pharmaceuticals
ETON,Eton Pharmaceuticals Inc. Common Stock,152437372.00,United States,Health Care,Major Pharmaceuticals
ETSY,Etsy Inc. Common Stock,23488560110.00,United States,Consumer Services,Catalog/Specialty Distribution
ETTX,Entasis Therapeutics Holdings Inc. Common Stock,137199737.00,United States,Health Care,Major Pharmaceuticals
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,131630233.00,United States,Finance,Business Services
EUSG,European Sustainable Growth Acquisition Corp. Class A Ordinary Shares,174698588.00,United States,Finance,Business Services
EVAX,Evaxion Biotech A/S American Depositary Share,139190343.00,Denmark,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBG,Everbridge Inc. Common Stock,5284356529.00,United States,Technology,Computer Software: Prepackaged Software
EVER,EverQuote Inc. Class A Common Stock,974579173.00,United States,Technology,EDP Services
EVFM,Evofem Biosciences Inc. Common Stock,95097935.00,United States,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd Ordinary Shares,145491224.00,Israel,Basic Industries,Agricultural Chemicals
EVK,Ever-Glory International Group Inc. Common Stock,45024406.00,China,Consumer Non-Durables,Apparel
EVLO,Evelo Biosciences Inc. Common Stock,763246513.00,United States,Consumer Durables,Specialty Chemicals
EVOJ,Evo Acquisition Corp. Class A Common Stock,152037331.00,United States,,
EVOK,Evoke Pharma Inc. Common Stock,46291894.00,United States,Health Care,Major Pharmaceuticals
EVOL,Evolving Systems Inc. Common Stock,27387532.00,United States,Technology,EDP Services
EVOP,EVO Payments Inc. Class A Common Stock,1237177564.00,United States,Technology,EDP Services
EWBC,East West Bancorp Inc. Common Stock,10523426938.00,United States,Finance,Commercial Banks
EWTX,Edgewise Therapeutics Inc. Common Stock,1179640748.00,United States,Health Care,Major Pharmaceuticals
EXAS,Exact Sciences Corporation Common Stock,22056267071.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,43611330738.00,United States,Public Utilities,Power Generation
EXEL,Exelixis Inc. Common Stock,7339528341.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,342244399.00,Canada,Capital Goods,Electrical Products
EXLS,ExlService Holdings Inc. Common Stock,3565582400.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
EXPD,Expeditors International of Washington Inc. Common Stock,21237390859.00,United States,Transportation,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,25130504262.00,United States,Transportation,Other Consumer Services
EXPI,eXp World Holdings Inc. Common Stock,5675272669.00,United States,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,4686368051.00,United States,Consumer Services,Professional Services
EXTR,Extreme Networks Inc. Common Stock,1421951983.00,United States,Capital Goods,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,4140409078.00,United States,Health Care,Ophthalmic Goods
EYEG,Eyegate Pharmaceuticals Inc. Common Stock,31017875.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
EYEN,Eyenovia Inc. Common Stock,139620235.00,United States,Health Care,Major Pharmaceuticals
EYES,Second Sight Medical Products Inc. Common Stock,144011209.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,273618842.00,United States,Health Care,Major Pharmaceuticals
EZGO,EZGO Technologies Ltd. Ordinary Shares,52136122.00,China,Consumer Non-Durables,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,357641223.00,United States,Miscellaneous,Diversified Commercial Services
FAMI,Farmmi Inc. Ordinary Shares,9729495.00,China,Consumer Non-Durables,Packaged Foods
FANG,Diamondback Energy Inc. Commmon Stock,17431856512.00,United States,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,822601103.00,China,Finance,Specialty Insurers
FARM,Farmer Brothers Company Common Stock,214228325.00,United States,Consumer Non-Durables,Specialty Foods
FARO,FARO Technologies Inc. Common Stock,1441440622.00,United States,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,29739925023.00,United States,,
FAT,FAT Brands Inc. Common Stock,162896660.00,United States,Consumer Services,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,7950723762.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FB,Facebook Inc. Class A Common Stock,967942630383.00,United States,Technology,EDP Services
FBIO,Fortress Biotech Inc. Common Stock,360081181.00,United States,Health Care,Major Pharmaceuticals
FBIZ,First Business Financial Services Inc. Common Stock,230504890.00,United States,Finance,Major Banks
FBMS,First Bancshares Inc.,799132647.00,United States,Finance,Major Banks
FBNC,First Bancorp Common Stock,1240146934.00,United States,Finance,Major Banks
FBRX,Forte Biosciences Inc. Common Stock,481962910.00,United States,Health Care,Major Pharmaceuticals
FCAC,Falcon Capital Acquisition Corp. Class A Common Stock,425643750.00,United States,,
FCAP,First Capital Inc. Common Stock,151338677.00,United States,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,541224161.00,United States,Finance,Major Banks
FCBP,First Choice Bancorp Common Stock,358782912.00,United States,,
FCCO,First Community Corporation Common Stock,152003869.00,United States,Finance,Major Banks
FCCY,1st Constitution Bancorp (NJ) Common Stock,209314830.00,United States,Finance,Savings Institutions
FCEL,FuelCell Energy Inc. Common Stock,2857308978.00,United States,Public Utilities,Electric Utilities: Central
FCFS,FirstCash Inc. Common Stock,3262090641.00,United States,Miscellaneous,Diversified Commercial Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,8504442472.00,United States,Finance,Major Banks
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,132782383.00,United States,Finance,Finance/Investors Services
FDBC,Fidelity D & D Bancorp Inc. Common Stock,291741130.00,United States,Finance,Major Banks
FDMT,4D Molecular Therapeutics Inc. Common Stock,604721950.00,United States,Health Care,Major Pharmaceuticals
FDUS,Fidus Investment Corporation Common Stock,414702678.00,United States,Finance,Finance/Investors Services
FEIM,Frequency Electronics Inc. Common Stock,84176569.00,United States,Capital Goods,Electrical Products
